timestep,month,day,day_name,day_of_week,hour,minute,direct_solar_radiation,outdoor_air_temperature,average_indoor_air_temperature,occupant_count,cooling_load,heating_load
79,1,4,Thursday,4,7,0,0.0,0.6,15.921205945833986,2.0,0.0,2165.625198490257
80,1,4,Thursday,4,8,0,0.0,0.0,15.913939398095135,2.0,0.0,2439.559651618961
81,1,4,Thursday,4,9,0,444.5,3.3,16.27923042566921,0.0,0.0,2031.004763173082
82,1,4,Thursday,4,10,0,823.0,7.2,18.258680583172588,0.0,0.0,2401.6854000018548
83,1,4,Thursday,4,11,0,899.5,9.4,17.62145711296991,0.0,0.0,926.549980893623
84,1,4,Thursday,4,12,0,907.5,10.0,19.836675719343457,1.0,0.0,1863.5223933433558
85,1,4,Thursday,4,13,0,673.0,10.55,19.375816077301053,1.0,0.0,968.1452073479882
86,1,4,Thursday,4,14,0,545.5,12.2,19.43484545309887,0.0,0.0,648.6015543078058
87,1,4,Thursday,4,15,0,330.0,11.7,19.65545246271153,0.0,0.0,539.2609252863066
88,1,4,Thursday,4,16,0,76.0,12.2,18.64606088150648,0.0,260.6767434990543,0.0
89,1,4,Thursday,4,17,0,116.5,11.7,17.200258810273514,0.0,1406.675793036135,0.0
90,1,4,Thursday,4,18,0,21.5,10.6,19.1335297830553,0.0,49.642323185297634,1261.305657491142
91,1,4,Thursday,4,19,0,0.0,10.0,20.62690947831403,0.0,0.0,2088.2884343035375
92,1,4,Thursday,4,20,0,0.0,9.4,20.318396834574337,1.0,0.0,1190.5255095363555
93,1,4,Thursday,4,21,0,0.0,8.9,20.20202747563585,2.0,0.0,1231.9621005321817
94,1,4,Thursday,4,22,0,0.0,8.3,18.505074758634244,2.0,231.76674927950017,400.3164071406348
95,1,4,Thursday,4,23,0,0.0,8.3,18.279973851758527,2.0,0.0,402.8573319716189
96,1,4,Thursday,4,24,0,0.0,7.8,19.057752404572085,2.0,0.0,1366.9581995314934
97,1,5,Friday,5,1,0,0.0,8.3,18.553974021403263,2.0,0.0,1065.4763963738912
98,1,5,Friday,5,2,0,0.0,7.8,18.07413723229839,2.0,0.0,1046.5763367056707
99,1,5,Friday,5,3,0,0.0,7.2,18.625963514835703,2.0,0.0,1693.5822153415238
100,1,5,Friday,5,4,0,0.0,7.2,17.51151923594384,2.0,0.0,1001.4120715491733
101,1,5,Friday,5,5,0,0.0,6.7,17.38760636296513,2.0,0.0,998.6233545100785
102,1,5,Friday,5,6,0,0.0,6.7,19.009936692717122,2.0,0.0,2511.2898720284634
103,1,5,Friday,5,7,0,0.0,6.7,18.304243096109236,2.0,0.0,1204.5693130933614
104,1,5,Friday,5,8,0,0.0,6.7,21.105243843303498,2.0,0.0,2026.2242644292194
105,1,5,Friday,5,9,0,116.5,7.2,21.216436450408025,2.0,0.0,3188.639914091888
106,1,5,Friday,5,10,0,290.5,10.0,20.687959650816012,1.0,0.0,1924.5167280247192
107,1,5,Friday,5,11,0,709.5,11.7,19.342515361516046,1.0,76.96351602232836,106.86319046188316
108,1,5,Friday,5,12,0,900.0,13.3,19.315287157003556,1.0,277.58166221966286,0.0
109,1,5,Friday,5,13,0,954.5,14.4,18.028177275077464,0.0,1043.9338519330545,24.029417776037143
110,1,5,Friday,5,14,0,955.5,16.1,17.89319030852602,1.0,1872.6527342574373,0.0
111,1,5,Friday,5,15,0,934.0,16.1,18.288328590383415,1.0,1606.7305754443232,0.0
112,1,5,Friday,5,16,0,874.0,16.1,18.361264652589476,0.0,1781.4869152060292,0.0
113,1,5,Friday,5,17,0,745.5,14.4,19.122626880578157,0.0,1168.4217062108823,0.0
114,1,5,Friday,5,18,0,352.0,12.8,19.916563600318348,1.0,865.0432815817045,0.0
115,1,5,Friday,5,19,0,0.0,10.6,21.0642654932713,1.0,119.85401391638042,777.6726816783059
116,1,5,Friday,5,20,0,0.0,9.4,20.88701399367849,2.0,0.0,209.3542643326552
117,1,5,Friday,5,21,0,0.0,8.9,20.587172756892155,2.0,69.94511384619724,65.71153086256977
118,1,5,Friday,5,22,0,0.0,8.9,19.49589568166139,2.0,741.5837280329363,0.0
119,1,5,Friday,5,23,0,0.0,8.3,18.93247073172625,2.0,1460.807158604427,0.0
120,1,5,Friday,5,24,0,0.0,7.2,18.98016374447695,2.0,134.4009888691592,0.0
121,1,6,Saturday,6,1,0,0.0,6.7,18.302401934181514,2.0,0.0,418.9435043526431
122,1,6,Saturday,6,2,0,0.0,5.0,19.00354113418989,2.0,0.0,1690.887737455499
123,1,6,Saturday,6,3,0,0.0,5.6,18.971112391450294,2.0,0.0,1579.1091981278548
124,1,6,Saturday,6,4,0,0.0,4.4,18.52867454636361,2.0,0.0,1646.4540205419319
125,1,6,Saturday,6,5,0,0.0,5.0,18.684627337592875,2.0,0.0,1719.7272284736227
126,1,6,Saturday,6,6,0,0.0,5.0,19.03706741366637,2.0,0.0,2232.0158146604604
127,1,6,Saturday,6,7,0,0.0,6.7,19.76251521306408,2.0,0.0,2623.779783086705
128,1,6,Saturday,6,8,0,0.0,7.399999999999999,18.84639761694121,1.0,0.0,1571.4777852822647
129,1,6,Saturday,6,9,0,453.0,8.3,18.906556848833233,2.0,0.0,894.8302595705951
130,1,6,Saturday,6,10,0,91.5,8.9,18.75284219490506,2.0,0.0,740.2991353178566
131,1,6,Saturday,6,11,0,106.0,10.6,18.85577516625782,2.0,0.0,535.0198611367961
132,1,6,Saturday,6,12,0,832.5,13.05,19.97193593565585,2.0,0.0,522.0984144179396
133,1,6,Saturday,6,13,0,888.0,16.7,18.858765164275873,2.0,1683.8685947100703,11.945480026069157
134,1,6,Saturday,6,14,0,388.5,17.2,17.289010624906354,1.0,2456.285093215716,0.0
135,1,6,Saturday,6,15,0,5.5,16.7,17.874727933266072,2.0,1378.393583489482,0.0
136,1,6,Saturday,6,16,0,4.0,17.2,18.380632251194747,1.0,771.3269721460293,0.0
137,1,6,Saturday,6,17,0,16.0,16.7,19.3527515771207,1.0,869.8433971052516,151.66243566677346
138,1,6,Saturday,6,18,0,10.5,15.0,19.72680650998914,1.0,1013.8286513293966,115.41549044788567
139,1,6,Saturday,6,19,0,0.0,15.0,20.24704908893635,0.0,0.0,278.76740721311717
140,1,6,Saturday,6,20,0,0.0,15.0,20.62038093294874,1.0,108.25953264564077,0.0
141,1,6,Saturday,6,21,0,0.0,15.0,20.38055226889736,2.0,155.95950377763648,0.0
142,1,6,Saturday,6,22,0,0.0,14.4,19.57415531993788,2.0,112.77295702391105,76.1276570139037
143,1,6,Saturday,6,23,0,0.0,13.9,17.883372993918723,2.0,1086.1581007984623,0.0
144,1,6,Saturday,6,24,0,0.0,12.8,18.256261954336814,2.0,198.26803837495137,0.0
145,1,7,Sunday,7,1,0,0.0,12.8,18.069212385309335,2.0,124.58359561354327,0.0
146,1,7,Sunday,7,2,0,0.0,12.8,18.183226695681203,2.0,0.0,73.78345443106912
147,1,7,Sunday,7,3,0,0.0,12.2,18.33254661067789,2.0,0.0,344.9712261854663
148,1,7,Sunday,7,4,0,0.0,12.8,18.104868752223595,2.0,0.0,247.9022874627478
149,1,7,Sunday,7,5,0,0.0,12.8,18.477111614680275,2.0,0.0,585.6137304631534
150,1,7,Sunday,7,6,0,0.0,12.8,17.975032366878718,2.0,0.0,257.51671093334875
151,1,7,Sunday,7,7,0,0.0,12.8,18.00600927603678,2.0,0.0,445.77011533664574
152,1,7,Sunday,7,8,0,0.0,12.8,18.16228165886893,2.0,0.0,97.66834523031017
153,1,7,Sunday,7,9,0,0.0,13.3,20.818295395615632,2.0,0.0,2112.954423619002
154,1,7,Sunday,7,10,0,4.5,14.2,19.93635539760971,2.0,0.0,959.0589366868165
155,1,7,Sunday,7,11,0,0.0,16.1,21.57576139933336,2.0,0.0,1708.5924380315703
156,1,7,Sunday,7,12,0,2.0,18.3,19.56238801102573,2.0,904.5486556429385,62.05835453269948
157,1,7,Sunday,7,13,0,17.5,18.9,17.99779067833592,2.0,2251.827982278117,0.0
158,1,7,Sunday,7,14,0,0.0,18.9,18.777350542335743,2.0,601.7628567071121,0.0
159,1,7,Sunday,7,15,0,0.0,18.9,19.370800300523616,1.0,447.57402549024954,0.0
160,1,7,Sunday,7,16,0,0.0,19.4,19.27436893000641,1.0,284.72486320929454,0.0
161,1,7,Sunday,7,17,0,0.0,19.4,18.55121045267457,1.0,632.1288628393577,0.0
162,1,7,Sunday,7,18,0,0.0,18.9,18.765554975367774,1.0,409.87939761595226,0.0
163,1,7,Sunday,7,19,0,0.0,17.8,18.133019527929676,1.0,616.7667734245399,0.0
164,1,7,Sunday,7,20,0,0.0,17.8,19.434230239716616,1.0,86.98788353922914,442.8611367159774
165,1,7,Sunday,7,21,0,0.0,16.95,19.694217805057097,2.0,0.0,151.36218046203572
166,1,7,Sunday,7,22,0,0.0,16.1,18.763929387093178,2.0,425.8310484651939,24.025564049927333
167,1,7,Sunday,7,23,0,0.0,15.0,17.96640006765531,2.0,515.5619197476792,32.943100970017845
168,1,7,Sunday,7,24,0,0.0,13.9,18.044142066895454,2.0,9.803889717411039,0.0
169,1,8,Monday,1,1,0,0.0,13.05,18.11997286855196,2.0,0.0,174.41416331581541
170,1,8,Monday,1,2,0,0.0,12.8,18.38045379666168,2.0,0.0,468.2108399821995
171,1,8,Monday,1,3,0,0.0,12.2,18.546241749452555,2.0,0.0,725.9688650244829
172,1,8,Monday,1,4,0,0.0,11.1,18.040290149257643,2.0,0.0,564.8960983611414
173,1,8,Monday,1,5,0,0.0,10.6,17.896120538446073,2.0,0.0,674.2506353987269
174,1,8,Monday,1,6,0,0.0,11.1,18.096276288805722,2.0,0.0,847.1683414731799
175,1,8,Monday,1,7,0,0.0,10.0,18.226853803528495,2.0,0.0,1078.4713987393702
176,1,8,Monday,1,8,0,0.0,9.4,18.197233130768154,2.0,31.011903245913345,0.0
177,1,8,Monday,1,9,0,512.0,11.7,18.43020608780143,2.0,0.0,504.8018344862296
178,1,8,Monday,1,10,0,807.5,13.9,18.180827593238078,2.0,293.89973889842264,0.0
179,1,8,Monday,1,11,0,910.5,15.6,17.969692166184497,1.0,838.2300966485625,0.0
180,1,8,Monday,1,12,0,959.0,17.8,18.636982670638297,1.0,561.1394331986784,0.0
181,1,8,Monday,1,13,0,976.0,18.3,16.881919912582134,1.0,1928.7755788066713,0.0
182,1,8,Monday,1,14,0,973.5,19.4,17.85613250823905,1.0,1630.2442243041119,0.0
183,1,8,Monday,1,15,0,947.0,20.0,18.280781688935235,1.0,1617.004645597916,0.0
184,1,8,Monday,1,16,0,882.0,20.0,16.26899675830781,1.0,4014.019088151053,0.0
185,1,8,Monday,1,17,0,760.0,19.4,17.49436351554109,1.0,2675.581802782024,0.0
186,1,8,Monday,1,18,0,419.5,17.2,19.55706534707844,1.0,807.3899091442731,442.4698050488225
187,1,8,Monday,1,19,0,0.0,15.0,19.986840385456368,1.0,32.1718806539842,11.6318189889046
188,1,8,Monday,1,20,0,0.0,12.2,20.17992090512673,2.0,39.41414700969648,0.0
189,1,8,Monday,1,21,0,0.0,12.8,20.047662588834296,2.0,310.2712357149095,0.0
190,1,8,Monday,1,22,0,0.0,9.4,19.652460966239826,2.0,42.1891573964364,211.04104467397914
191,1,8,Monday,1,23,0,0.0,8.9,17.93483145125803,2.0,993.5491364316821,0.0
192,1,8,Monday,1,24,0,0.0,6.7,17.989532114964877,2.0,46.64739895816489,7.753448455629955
193,1,9,Tuesday,2,1,0,0.0,6.7,18.30248874060782,2.0,0.0,640.5872124398506
194,1,9,Tuesday,2,2,0,0.0,5.0,18.095611086458774,2.0,0.0,1059.2660929016743
195,1,9,Tuesday,2,3,0,0.0,6.1,18.836332937334873,2.0,0.0,1490.0583208883863
196,1,9,Tuesday,2,4,0,0.0,5.0,17.227878969808017,2.0,0.0,570.6687236797487
197,1,9,Tuesday,2,5,0,0.0,5.0,17.857301833675052,2.0,0.0,1481.5676040387382
198,1,9,Tuesday,2,6,0,0.0,3.9,16.44595430098257,2.0,0.0,719.2271846010283
199,1,9,Tuesday,2,7,0,0.0,5.0,18.669445586777663,2.0,0.0,2634.2282341086866
200,1,9,Tuesday,2,8,0,0.0,5.6,18.059383507157975,2.0,0.0,1645.5018232867226
201,1,9,Tuesday,2,9,0,396.0,8.3,18.380967312288593,2.0,0.0,470.0013397333639
202,1,9,Tuesday,2,10,0,726.5,11.1,19.055053225035017,2.0,2.9614612574641455,161.36456877314066
203,1,9,Tuesday,2,11,0,891.5,13.3,22.126354203028487,2.0,169.8238388213397,1951.1158285112647
204,1,9,Tuesday,2,12,0,926.5,15.6,22.201620023111467,2.0,9.01578936188064,1061.0697222844854
205,1,9,Tuesday,2,13,0,956.0,17.2,22.907709439478644,2.0,0.0,661.7054781133617
206,1,9,Tuesday,2,14,0,949.5,19.4,19.464962865822013,2.0,2942.078133609942,0.0
207,1,9,Tuesday,2,15,0,919.0,20.6,18.79864804316643,1.0,3590.583351106982,0.0
208,1,9,Tuesday,2,16,0,855.0,21.1,18.441156829819324,1.0,3802.381391149185,0.0
209,1,9,Tuesday,2,17,0,726.0,19.4,18.256991885028356,0.0,3433.451164538766,0.0
210,1,9,Tuesday,2,18,0,352.0,17.8,19.049798543040943,1.0,2100.2552145817876,0.0
211,1,9,Tuesday,2,19,0,0.0,16.1,20.914436870855397,1.0,324.03801426014013,418.0785251029569
212,1,9,Tuesday,2,20,0,0.0,13.9,21.736699714357357,1.0,45.84874493609907,457.8997995017739
213,1,9,Tuesday,2,21,0,0.0,12.2,18.11973913704722,1.0,1874.547909919057,0.0
214,1,9,Tuesday,2,22,0,0.0,12.2,17.763467011428503,2.0,2236.1197612410033,0.0
215,1,9,Tuesday,2,23,0,0.0,11.7,18.445742284844258,2.0,661.6715409365044,0.0
216,1,9,Tuesday,2,24,0,0.0,10.6,17.95555395602742,2.0,542.5196607474799,0.0
217,1,10,Wednesday,3,1,0,0.0,9.4,18.089437470147182,2.0,39.80498596350278,0.0
218,1,10,Wednesday,3,2,0,0.0,9.4,18.06295547627228,2.0,0.0,187.37171109023015
219,1,10,Wednesday,3,3,0,0.0,8.9,17.63896964232318,2.0,0.0,141.54928174432965
220,1,10,Wednesday,3,4,0,0.0,8.9,17.518239992006443,2.0,0.0,183.90420090156752
221,1,10,Wednesday,3,5,0,0.0,8.9,17.849726285990208,2.0,0.0,771.384734597159
222,1,10,Wednesday,3,6,0,0.0,8.9,17.432875337621837,2.0,0.0,429.3383603993019
223,1,10,Wednesday,3,7,0,0.0,9.4,17.868875784501537,2.0,403.6692761556938,0.0
224,1,10,Wednesday,3,8,0,0.0,10.0,19.496807100014426,2.0,0.0,1484.9629312877205
225,1,10,Wednesday,3,9,0,0.0,10.3,19.715467195355572,0.0,0.0,2156.165518140973
226,1,10,Wednesday,3,10,0,0.0,11.7,19.74922415595386,0.0,0.0,1638.4577715847006
227,1,10,Wednesday,3,11,0,8.0,12.2,19.566104036050824,0.0,0.0,1103.2035189113735
228,1,10,Wednesday,3,12,0,8.0,14.4,19.12197269614559,0.0,0.0,288.5061901498972
229,1,10,Wednesday,3,13,0,23.5,15.366666666666667,19.6703912168496,1.0,0.0,305.83461725718564
230,1,10,Wednesday,3,14,0,104.5,18.3,19.708395187404236,1.0,99.55380055901547,0.0
231,1,10,Wednesday,3,15,0,456.5,20.0,19.656900834740856,0.0,463.9378870964751,0.0
232,1,10,Wednesday,3,16,0,594.5,21.1,23.990768651788432,1.0,129.1230088396598,1751.3340831648406
233,1,10,Wednesday,3,17,0,661.0,20.6,24.113291616108064,1.0,89.63823606151381,318.0279716864027
234,1,10,Wednesday,3,18,0,350.0,19.4,22.787406845483563,1.0,1153.495377532127,0.0
235,1,10,Wednesday,3,19,0,0.0,18.3,20.77806949071346,1.0,1976.7973670698123,0.0
236,1,10,Wednesday,3,20,0,0.0,17.2,18.703003725955,1.0,3267.744658824485,0.0
237,1,10,Wednesday,3,21,0,0.0,16.7,17.30100031871541,1.0,3653.9036847261427,0.0
238,1,10,Wednesday,3,22,0,0.0,16.85,18.48007733457412,2.0,1367.8682587027006,0.0
239,1,10,Wednesday,3,23,0,0.0,16.7,18.731385754717213,2.0,838.1271514792419,0.0
240,1,10,Wednesday,3,24,0,0.0,16.7,18.05096106246654,1.0,1098.9268053506967,0.0
241,1,11,Thursday,4,1,0,0.0,15.933333333333335,18.014882136375334,2.0,886.5173786539083,0.0
242,1,11,Thursday,4,2,0,0.0,15.0,17.974966146217426,2.0,607.8538108015385,0.0
243,1,11,Thursday,4,3,0,0.0,15.0,18.400056789249856,2.0,132.36192439120688,0.0
244,1,11,Thursday,4,4,0,0.0,14.4,18.214895323429374,2.0,219.56570016876984,0.0
245,1,11,Thursday,4,5,0,0.0,15.0,18.143692441100967,2.0,230.92831798650877,0.0
246,1,11,Thursday,4,6,0,0.0,15.0,18.300959640968834,2.0,115.34836057555012,0.0
247,1,11,Thursday,4,7,0,0.0,14.4,18.19348493720899,1.0,34.01744763225233,0.0
248,1,11,Thursday,4,8,0,0.0,14.4,19.38242044347185,2.0,49.41960144139064,498.3883860377704
249,1,11,Thursday,4,9,0,299.5,16.1,24.589168213643614,2.0,0.0,4421.450735895108
250,1,11,Thursday,4,10,0,562.5,16.950000000000006,28.5246818071327,2.0,0.0,7768.994927066603
251,1,11,Thursday,4,11,0,365.5,18.35,24.463452658474566,2.0,1288.589360432625,274.7587665106209
252,1,11,Thursday,4,12,0,415.0,20.85,24.250256343988262,1.0,417.62244740024613,0.0
253,1,11,Thursday,4,13,0,381.5,21.1,24.941757787575895,0.0,91.62732122312418,202.9294939998022
254,1,11,Thursday,4,14,0,315.0,18.9,27.782259510471135,1.0,13.1713195264987,2552.2959386149673
255,1,11,Thursday,4,15,0,614.0,15.6,27.618154660117703,0.0,0.0,2222.9465006088053
256,1,11,Thursday,4,16,0,557.0,11.1,23.699847446240817,0.0,909.9543032642578,470.89193868412764
257,1,11,Thursday,4,17,0,518.0,8.9,23.702348727987594,0.0,0.0,201.4505166407166
258,1,11,Thursday,4,18,0,62.0,7.2,24.454469672445843,0.0,0.0,2098.8127873588624
259,1,11,Thursday,4,19,0,0.0,7.2,21.74837135199164,0.0,0.0,700.8091306343603
260,1,11,Thursday,4,20,0,0.0,8.3,23.860778293855468,1.0,0.0,2724.3794742829004
261,1,11,Thursday,4,21,0,0.0,8.3,23.181569076169012,2.0,0.0,1707.8471212543263
262,1,11,Thursday,4,22,0,0.0,7.8,18.454463951267627,2.0,1102.0427104842624,106.79716091789298
263,1,11,Thursday,4,23,0,0.0,7.2,17.54716906628048,2.0,1695.0220425934713,0.0
264,1,11,Thursday,4,24,0,0.0,6.7,17.775891325667914,2.0,0.0,109.22087040443829
265,1,12,Friday,5,1,0,0.0,5.6,18.265306742500307,2.0,0.0,1222.784914619793
266,1,12,Friday,5,2,0,0.0,5.0,16.668519422764575,2.0,0.0,731.4748999310556
267,1,12,Friday,5,3,0,0.0,3.9,17.584880228883645,2.0,0.0,2031.7185199848063
268,1,12,Friday,5,4,0,0.0,3.3,17.790631805529326,2.0,0.0,2445.456521606712
269,1,12,Friday,5,5,0,0.0,2.2,19.75231561876812,2.0,0.0,4149.947330872925
270,1,12,Friday,5,6,0,0.0,1.7,18.41064189663889,1.0,0.0,2916.1451557121095
271,1,12,Friday,5,7,0,0.0,1.1,17.13201726765297,1.0,0.0,2196.56816214222
272,1,12,Friday,5,8,0,0.0,1.1,21.590400426940626,1.0,0.0,4816.928662866514
273,1,12,Friday,5,9,0,610.0,2.8,19.11250185592124,1.0,0.0,2041.2860937002797
274,1,12,Friday,5,10,0,849.5,5.0,17.714262620201705,0.0,0.0,699.5998436392734
275,1,12,Friday,5,11,0,945.0,7.2,18.548646205309026,0.0,0.0,1231.1865680215847
276,1,12,Friday,5,12,0,985.0,9.4,18.3915427559251,0.0,0.0,568.0862204032699
