cooling,heating
-0.0,5651.0009856734505
-0.0,5961.301170073797
-0.0,5845.7331851311865
-0.0,5860.359132875012
-0.0,5925.792260480299
-0.0,5925.574593534671
-0.0,5590.6596769673915
-0.0,6544.857423327321
-0.0,6941.165861924259
-0.0,7161.636713218597
-0.0,6645.42012739065
-0.0,5757.619278153191
-0.0,4869.240338904533
-0.0,4609.076443923409
-0.0,4183.647538847148
-0.0,4381.963973770306
-0.0,4032.589794808446
-0.0,4380.367439288988
-0.0,5381.368717808269
-0.0,5123.376907085783
-0.0,5218.77876547713
-0.0,2839.55710946481
-0.0,3157.598926715627
-0.0,3981.2637294437554
-0.0,4463.640373940898
-0.0,4629.676478353038
-0.0,4760.598727082195
-0.0,4860.9613849751695
-0.0,5109.473679366802
-0.0,5144.041580508996
-0.0,5018.806820611465
-0.0,5125.537144778089
-0.0,5592.156641516252
-0.0,6315.787829291115
-0.0,5005.086442845488
-0.0,4856.3974782672085
-0.0,4751.897066400056
-0.0,4543.931465746396
-0.0,3461.292017447653
-0.0,4125.24365832442
-0.0,4087.4200714754716
-0.0,4503.499071799674
-0.0,6457.509484554692
-0.0,5755.950617650083
-0.0,5525.024226435127
-0.0,4036.537228307926
-0.0,5291.223419851218
-0.0,4461.016617580897
-0.0,4937.045912247599
-0.0,5383.086669878116
-0.0,5690.201435064924
-0.0,5894.360774273878
-0.0,6099.746335292104
-0.0,6345.723150700071
-0.0,5030.614108518041
-0.0,5924.489596868683
-0.0,4400.650820652293
-0.0,4214.703840662839
-0.0,3095.217876114921
-20.340658540405943,1663.85540965516
-0.0,936.9485907822293
-0.0,520.6650060967277
-748.5261995219166,0.0
-1467.4784650407746,0.0
-1453.9827660283722,0.0
-272.34171119055463,144.41910648522463
-42.70854214125575,584.9491497909706
-0.0,820.4659008408672
-0.0,1391.3731543324002
-0.0,1564.8165553313872
-0.0,1550.6489231875858
-0.0,2230.1063336411353
-0.0,2520.041366199595
-0.0,2790.17374814103
-0.0,3368.646193487295
-0.0,3043.391398574827
-0.0,3460.449756113898
-0.0,3518.7214035905017
-0.0,4224.74132380122
-0.0,5542.613575563293
-0.0,4222.362960710023
-0.0,2401.6854000018548
-0.0,1645.9102895632923
-0.0,1141.2056826137923
-0.0,771.8877397181805
-0.0,613.3768301981537
-0.0,418.0146022650579
-389.39445203455523,0.0
-880.5945539925356,0.0
-33.65877245443779,855.1976901347522
-0.0,1585.8242924548176
-0.0,1224.397312053471
-0.0,833.0009230656547
-231.76674927950017,400.3164071406348
-0.0,329.0091628294467
-0.0,865.4014719478016
-0.0,897.5215776167688
-0.0,1288.3844240230173
-0.0,1576.9180310032714
-0.0,1741.7897512447216
-0.0,1755.354582246784
-0.0,1908.3656500318593
-0.0,1204.5693130933614
-0.0,1219.9279077463336
-0.0,2138.0752793453494
-0.0,1813.815817253871
-180.78978436077017,251.02508510789437
-281.9741018173815,0.0
-652.8214276379231,15.026736405580827
-1335.0672429647923,0.0
-1640.9745698287231,0.0
-1900.4734562382728,0.0
-1930.7008822428056,0.0
-1578.2617789563178,0.0
-119.85401391638042,777.6726816783059
-0.0,209.3542643326552
-58.470448352184675,54.93139492047258
-1481.196740215121,0.0
-1660.42760482479,0.0
-364.4747927099532,0.0
-0.0,706.335319636757
-0.0,1278.0791855229747
-0.0,1303.3557694726135
-0.0,1696.3791085604225
-0.0,1719.7272284736227
-0.0,1839.9085364947969
-0.0,1600.8132116508764
-0.0,1727.413512874072
-0.0,2247.269786478615
-0.0,1943.9399146688559
-0.0,1286.0453798368044
-0.0,317.65732005798566
-1592.965733283005,11.300608853282359
-1668.1649094184513,0.0
-1378.393583489482,0.0
-1160.7924566220397,0.0
-685.5808492325752,119.53515056518395
-652.4840111642825,74.27957580325074
-0.0,358.7906915866842
-277.2029650284906,0.0
-103.30034256099462,0.0
-159.4591922291591,107.64331284814762
-812.0714916670559,0.0
-380.3724415302852,0.0
-97.87007514631387,0.0
-0.0,49.921569767181786
-0.0,261.7358475807632
-0.0,308.8160975461278
-0.0,444.5339299197094
-0.0,519.9689947536153
-0.0,602.924282155318
-0.0,110.05927401520057
-0.0,1382.7359289211342
-0.0,1861.3963177259275
-0.0,1115.1420467597375
-637.6572032927967,43.74773711221416
-1356.298996852641,0.0
-738.5549130321232,0.0
-762.5865919641147,0.0
-447.11927909699716,0.0
-433.25937667094786,0.0
-409.87939761595226,0.0
-482.4770165844856,0.0
-89.1729911334245,453.9856657151876
-0.0,215.65567912722568
-290.24112345573667,16.375524346197682
-338.9510371950555,21.658112856111984
-9.803889717411039,0.0
-0.0,174.41416331581541
-0.0,319.7144838609593
-0.0,488.0051374085734
-0.0,762.8430348549264
-0.0,975.7431280195888
-0.0,938.0244198389682
-0.0,1022.0297056624922
-31.011903245913345,0.0
-0.0,343.01129695987447
-280.27051490069937,0.0
-605.2399769834003,0.0
-900.4585237071984,0.0
-1167.9563349548196,0.0
-1630.2442243041119,0.0
-2072.2024316433503,0.0
-2465.706524446032,0.0
-2675.581802782024,0.0
-546.721171344383,299.61683612965044
-88.45810915710227,31.98223706231343
-104.298330728376,0.0
-231.57469992044298,0.0
-58.066916667171675,290.4656909661795
-970.7386116374406,0.0
-89.91968187483144,14.94590554102303
-0.0,383.78431742037174
-0.0,1055.2020174231698
-0.0,1020.1675890548006
-0.0,1413.7609385870983
-0.0,1526.6312658577463
-0.0,1857.5500936027802
-0.0,1712.8312247143058
-0.0,1780.5874232384667
-0.0,1186.9623344231468
-7.274623237816671,396.3808200423731
-161.07585409279338,1850.609730015882
-22.21770732973382,2614.8056038036284
-0.0,1187.381566833819
-3229.85881984561,0.0
-3601.763356296394,0.0
-3405.209102204531,0.0
