bldg_id,capacity,nominal_power
resstock-amy2018-2021-release-1-108541,18.017439655310493,0.25503091416290374
resstock-amy2018-2021-release-1-108624,24.18311923935612,0.16474091276044792
resstock-amy2018-2021-release-1-111763,26.134275363585566,0.5414688580007632
resstock-amy2018-2021-release-1-112641,40.70436772393114,0.582601460965878
resstock-amy2018-2021-release-1-122940,24.719980999405823,0.30808552601252354
resstock-amy2018-2021-release-1-123582,6.775293749846952,0.051625152274423
resstock-amy2018-2021-release-1-130997,16.59570511824103,0.18004312442791515
resstock-amy2018-2021-release-1-131043,18.60029185823091,0.5064501603007818
resstock-amy2018-2021-release-1-141704,14.491957166802194,0.17938134687904186
resstock-amy2018-2021-release-1-151710,25.32000592895055,0.42672969844515696
resstock-amy2018-2021-release-1-157159,37.33364261588798,0.5514711835472431
resstock-amy2018-2021-release-1-158885,53.74452598128722,1.0706416687353215
resstock-amy2018-2021-release-1-159669,17.87781895905691,0.1466994736474361
resstock-amy2018-2021-release-1-174488,73.09729941726599,0.7640137116756625
resstock-amy2018-2021-release-1-175803,6.436470001995289,0.07676848496772101
resstock-amy2018-2021-release-1-177451,33.88102476618101,0.3927526559779346
resstock-amy2018-2021-release-1-195281,16.75484865063979,0.20246503101851315
resstock-amy2018-2021-release-1-19656,36.9131331198959,0.5694076164490416
resstock-amy2018-2021-release-1-207227,16.331553904994724,0.15500833191234595
resstock-amy2018-2021-release-1-217106,19.94358406531014,0.2300663792100958
resstock-amy2018-2021-release-1-231329,37.050767954819214,0.7778850275821605
resstock-amy2018-2021-release-1-235184,17.39518802787348,0.26618506558914096
resstock-amy2018-2021-release-1-237891,11.427962959692762,0.11881410652661037
resstock-amy2018-2021-release-1-242708,9.739508354889827,0.09447380453525876
resstock-amy2018-2021-release-1-243047,27.183826235526418,0.2890096660812916
resstock-amy2018-2021-release-1-243868,8.642496784195359,0.12630098410506976
resstock-amy2018-2021-release-1-245522,15.346000913167275,0.272811278274257
resstock-amy2018-2021-release-1-25516,41.91364097919611,0.8688900623105201
resstock-amy2018-2021-release-1-25659,35.20119505536152,0.6022780972687091
resstock-amy2018-2021-release-1-26963,20.868455028670876,0.2507952019943603
resstock-amy2018-2021-release-1-272080,22.572377219231598,0.2877725972993675
resstock-amy2018-2021-release-1-273646,12.129089584141534,0.23918207027396715
resstock-amy2018-2021-release-1-279202,23.221410549288258,0.29040258761507376
resstock-amy2018-2021-release-1-284868,24.60363825701102,0.51533816031326
resstock-amy2018-2021-release-1-286655,17.08635407053126,0.22175839828634952
resstock-amy2018-2021-release-1-291139,26.607384470077697,0.4929358564996631
resstock-amy2018-2021-release-1-296245,11.725468228141724,0.08815820911370813
resstock-amy2018-2021-release-1-316419,26.292211099828766,0.3157022514988073
resstock-amy2018-2021-release-1-320787,8.345944642242184,0.09904791827221507
resstock-amy2018-2021-release-1-335233,7.689939339600246,0.09291733229203299
resstock-amy2018-2021-release-1-340965,17.67214485839917,0.21223875240902396
resstock-amy2018-2021-release-1-343490,58.96474973705797,1.1388928077638545
resstock-amy2018-2021-release-1-355132,41.16686575687752,0.7362181741932653
resstock-amy2018-2021-release-1-365282,14.498798395650386,0.18802029371831747
resstock-amy2018-2021-release-1-366057,42.74702528248853,0.876132874786392
resstock-amy2018-2021-release-1-380746,11.304860746165026,0.15147565656227724
resstock-amy2018-2021-release-1-386079,7.911091958187656,0.13237467118903146
resstock-amy2018-2021-release-1-388573,29.332426237289454,0.4346327258867613
resstock-amy2018-2021-release-1-417517,31.39114139839309,0.44668275436792587
resstock-amy2018-2021-release-1-425690,33.17723694253958,0.39644378610874953
resstock-amy2018-2021-release-1-439008,48.20002581424411,1.0992352107712113
resstock-amy2018-2021-release-1-441958,11.962265578420872,0.2017585449624352
resstock-amy2018-2021-release-1-442987,27.19776682077675,0.5257577459852403
resstock-amy2018-2021-release-1-447017,36.567140321994714,0.35263696240071873
resstock-amy2018-2021-release-1-449056,22.67952519872698,0.30310534283774765
resstock-amy2018-2021-release-1-460764,16.728354675718176,0.31307703320391395
resstock-amy2018-2021-release-1-467849,9.718115388701241,0.16267813571185702
resstock-amy2018-2021-release-1-471744,21.69232349625902,0.24265576630251526
resstock-amy2018-2021-release-1-480837,7.993606000870996,0.08454299836841493
resstock-amy2018-2021-release-1-486818,8.185332975709006,0.10031094902178596
resstock-amy2018-2021-release-1-50813,30.0730703047243,0.2728892333139823
resstock-amy2018-2021-release-1-511121,24.680147802853284,0.40272254871521773
resstock-amy2018-2021-release-1-513318,24.457290605138756,0.3596493170070995
resstock-amy2018-2021-release-1-519230,19.278866450793537,0.290613191283977
resstock-amy2018-2021-release-1-523369,19.502393258476275,0.33322390718826017
resstock-amy2018-2021-release-1-530679,23.762608476980677,0.3771031165270516
resstock-amy2018-2021-release-1-534588,10.610704791718671,0.22561500781890095
resstock-amy2018-2021-release-1-538198,8.973394610684188,0.15349011819861605
resstock-amy2018-2021-release-1-55542,44.773122702833355,1.1310397508752696
resstock-amy2018-2021-release-1-83099,11.23551293786162,0.14492335008036242
resstock-amy2018-2021-release-1-90621,17.765693106218034,0.16703499395175672
resstock-amy2018-2021-release-1-9212,18.020050055262452,0.2924662819265202
resstock-amy2018-2021-release-1-98735,11.270706356065023,0.19240445842626724
