cooling,heating
-0.0,9345.86149852073
-0.0,6355.493097260828
-0.0,9714.194493926094
-0.0,7622.817551459068
-0.0,7566.172174341622
-0.0,3570.308572977523
-0.0,5590.6596769673915
-0.0,2020.5438118331733
-0.0,6941.165861924259
-0.0,6507.837615455532
-0.0,6645.42012739065
-0.0,3320.7593385761534
-0.0,7343.742166645427
-0.0,4609.076443923409
-0.0,2214.7357276709
-0.0,4979.083343804581
-0.0,1260.5090824916017
-0.0,3684.7641950255643
-0.0,1947.1087914033224
-0.0,8398.824284160812
-0.0,4752.247632761615
-0.0,4624.412494308739
-0.0,4423.254190176758
-0.0,6022.875747941149
-0.0,4463.640373940898
-0.0,1874.68573803844
-0.0,5432.032666697522
-0.0,2601.397233819713
-0.0,6778.903431820862
-0.0,4484.685554048489
-0.0,5018.806820611465
-0.0,8265.442314634001
-0.0,5762.0160028322625
-0.0,2851.3933799759416
-0.0,2610.2164951916916
-0.0,4856.3974782672085
-0.0,4914.249013479855
-0.0,5419.339591356799
-0.0,3461.292017447653
-0.0,4990.419264677716
-0.0,3497.441874963542
-0.0,5284.777615083298
-0.0,6457.509484554692
-0.0,3169.0161685573207
-0.0,4562.598576361968
-0.0,4050.851931892482
-0.0,5291.223419851218
-0.0,4461.016617580897
-0.0,4937.045912247599
-0.0,6324.605655751408
-0.0,8840.87525879247
-0.0,4762.614174132796
-0.0,7274.434888147471
-0.0,6345.723150700071
-0.0,5015.078367138903
-0.0,3290.601140990663
-0.0,6978.271551004649
-0.0,3812.4141517896473
-0.0,4526.023638648286
-17.970703863794455,1469.9943357138009
-0.0,1467.7624085939058
-0.0,451.2891557640271
-748.5261995219166,0.0
-1615.6853936584696,0.0
-2157.1595234118827,0.0
-409.9886687885114,217.4114165496844
-48.429922113578264,663.3109056048801
-0.0,343.38652118576016
-0.0,1391.3731543324002
-0.0,1007.1710040610699
-0.0,2055.5880160227143
-0.0,3462.2664188464405
-0.0,2572.023668864905
-0.0,3194.718011162361
-0.0,1317.4604719488336
-0.0,3214.1397210680066
-0.0,1663.9970504978762
-0.0,4083.08203890333
-0.0,3418.28250514534
-0.0,7620.32461803012
-0.0,1553.609124140159
-0.0,1089.7536193155836
-0.0,2069.9502741699894
-0.0,1164.6177179502301
-0.0,849.3064746866069
-0.0,908.5274992854473
-0.0,410.83841801390645
-558.4703762620927,0.0
-893.2232318308752,0.0
-53.76682505596078,1366.1004618032202
-0.0,1956.429653724859
-0.0,622.2602330226158
-0.0,675.0426610937145
-350.450997810385,605.3123873827082
-0.0,260.0486104139872
-0.0,488.6368802415109
-0.0,863.1194255099049
-0.0,1288.3844240230173
-0.0,1839.4778750546259
-0.0,1741.7897512447216
-0.0,1167.8216408572875
-0.0,1674.5166154713836
-0.0,1068.0285487567744
-0.0,1907.2238214848617
-0.0,2138.0752793453494
-0.0,1813.815817253871
-75.29131072278726,104.54134755953463
-373.95354758360685,0.0
-816.1309510000651,18.78581822518836
-1944.434673276764,0.0
-1290.514701862792,0.0
-726.8021153391343,0.0
-2232.953153800721,0.0
-747.497078648866,0.0
-119.85401391638042,777.6726816783059
-0.0,295.64855220774785
-50.990762507626116,47.90443363340109
-2401.488726856516,0.0
-902.0965548442631,0.0
-590.3107328797926,0.0
-0.0,672.2091134408229
-0.0,1748.6565638974926
-0.0,1764.6762940586398
-0.0,2839.219343665272
-0.0,2859.1999028708847
-0.0,655.2421643993866
-0.0,516.0378084065142
-0.0,1832.1058980815915
-0.0,780.7659419409314
-0.0,2372.5368520350416
-0.0,1348.8862412975993
-0.0,391.72921129169674
-1462.146586261009,10.372568795591441
-1136.7877295909277,0.0
-2246.142677615557,0.0
-1531.7552785771593,0.0
-211.74405316312104,36.918851080027146
-652.4840111642825,74.27957580325074
-0.0,358.7906915866842
-194.9434169821755,0.0
-89.94054522761999,0.0
-222.30900807489363,150.07023283284408
-646.249541139286,0.0
-380.3724415302852,0.0
-128.07600711230197,0.0
-0.0,53.55071897440764
-0.0,144.83173290931055
-0.0,269.72860962776076
-0.0,444.5339299197094
-0.0,877.2477744472368
-0.0,243.0468113605946
-0.0,53.780865942139904
-0.0,1382.7359289211342
-0.0,2731.215495781998
-0.0,473.13469826947045
-931.7352232397576,63.92354292242895
-1900.7516474595986,0.0
-933.1713575190195,0.0
-591.6886360384157,0.0
-412.4035657673262,0.0
-352.1838072831102,0.0
-605.2494333397548,0.0
-366.51414408866685,0.0
-89.1729911334245,453.9856657151876
-0.0,347.07780273567005
-290.24112345573667,16.375524346197682
-561.3516504593692,35.868948796333996
-14.025136145440653,0.0
-0.0,73.54728961708093
-0.0,136.60593328287996
-0.0,527.0040217852808
-0.0,762.8430348549264
-0.0,1500.5729238227307
-0.0,938.0244198389682
-0.0,1022.0297056624922
-15.897937171600097,0.0
-0.0,209.31005613184882
-214.5451827852213,0.0
-399.17203926002867,0.0
-663.7163125573547,0.0
-544.0617680947727,0.0
-1345.727808444188,0.0
-708.0375772940577,0.0
-2596.1284255569144,0.0
-4345.571904140566,0.0
-504.71946512604103,276.5988536757394
-103.83341489195456,37.54121495143228
-120.62490856794746,0.0
-372.07821104063635,0.0
-77.13183429825582,385.83332525382747
-1412.1813152659417,0.0
-69.2551654972397,11.511174641281528
-0.0,602.7142751036397
-0.0,590.1670257900629
-0.0,888.7446794049491
-0.0,1883.7413933128264
-0.0,1170.6802932378914
-0.0,2861.71924223593
-0.0,2577.670895573939
-0.0,945.7863749174797
-0.0,739.5301386395599
-7.274623237816671,396.3808200423731
-241.96962796461773,2780.0029396192353
-17.21683182075115,2026.251748504965
-0.0,1187.381566833819
-2191.496918298552,0.0
-1701.9017786280288,0.0
-3405.209102204531,0.0
-1846.708238133736,0.0
-2555.2536454598962,0.0
-162.2289117779938,209.31008455924993
-89.55175287759931,894.3697312726049
-4449.565117862238,0.0
-1834.8865065431671,0.0
-2104.569833025119,0.0
-206.20536621591114,0.0
-66.42733064900442,0.0
-0.0,192.90614463798312
-0.0,470.1950820918718
-0.0,856.7292779737778
-0.0,827.7210512259564
-0.0,1109.5289579306493
-537.5366382858011,0.0
-0.0,1976.6347066030219
-0.0,1943.4917393083088
-0.0,2645.2107234290415
-0.0,1268.7252155093397
-0.0,790.8294338271171
-0.0,184.39482448502105
-110.5987758880317,0.0
-617.8354625033727,0.0
-293.2626079258866,3977.608678683931
-100.13135896862671,355.25657793112146
-377.8315591882045,0.0
-1842.6859063954375,0.0
-1774.998843633702,0.0
-2268.996565285551,0.0
-1669.5341138346125,0.0
-599.4651888632683,0.0
-1620.032375023741,0.0
-701.2878174548167,0.0
-575.3039596693976,0.0
-439.15691424249803,0.0
-120.68248941344615,0.0
-96.01783694882629,0.0
-92.81960447525948,0.0
-44.372967304969485,0.0
-57.119312990264035,576.0386847021663
-0.0,5533.047308808469
-0.0,7038.548197259703
-867.9972883561164,185.078250377002
-428.5131325969768,0.0
-106.38535390329446,235.61450611454774
-11.035020122545063,2138.3307104989153
-0.0,1248.863898252157
-468.3879592355924,242.38592354532543
-0.0,421.0386399929649
-0.0,1437.7353354833522
-0.0,2344.4415490668766
-0.0,2077.205975957397
-0.0,1059.3971941235604
-1068.8306035848686,103.57862982902236
-780.297438280029,0.0
-0.0,38.14418582467925
-0.0,981.6399600404042
-0.0,1472.2863887172145
-0.0,2008.7774769080252
-0.0,1415.1316824897049
-0.0,2380.1905662179274
-0.0,2916.1451557121095
-0.0,1331.560538130885
-0.0,2453.5765383755497
-0.0,3282.9667580059313
-0.0,1185.1620506784277
-0.0,996.7295570849906
-0.0,715.3202663997937
-0.0,185.29980799986237
-170.22353558041425,0.0
-1193.4344293647466,0.0
-1736.2228063234543,0.0
-1313.824654597061,0.0
-874.0288096137699,0.0
-343.7949493928415,0.0
-25.017321603175244,0.0
-58.40478513228487,0.0
-0.0,1011.7653136130123
-0.0,1958.8979198091579
-0.0,1770.5187358444696
-0.0,975.0270778163442
-0.0,3868.133284641814
-0.0,3543.2708959043543
-0.0,2305.4077789386665
-0.0,4474.178159842642
-0.0,3475.4594300220697
-0.0,4269.569591593564
-0.0,4509.555210962709
-0.0,1891.196237532691
-0.0,1829.5122910564205
-0.0,1724.6870682387923
-0.0,460.53058117337446
-14.840461194873592,831.5604202450072
-156.83030874236601,49.1270803226237
-1060.522130408095,0.0
-2317.4217511402203,0.0
-2419.3688717040723,0.0
-1161.0504058792008,0.0
-450.5598646643178,0.0
-0.0,136.15953383539562
-0.0,300.2470376795195
-0.0,1186.6069633997176
-0.0,1645.2184915875055
-0.0,958.8462274364324
-0.0,3259.9468580933226
-0.0,2885.0158809279087
-0.0,1064.9089200732994
-0.0,3303.6045699718943
-0.0,4744.718571257445
-0.0,1237.3407097738561
-0.0,4904.002183465952
-0.0,2239.2158877717297
-0.0,2129.3095231438333
-0.0,575.0623984702873
-0.0,985.3349882215896
-0.0,277.8496023411931
-288.13080282033343,0.0
-652.7645737453088,0.0
-1581.2038314201948,0.0
-3755.0030121762557,0.0
-2506.158655633564,0.0
-3084.5786514505785,0.0
-1767.4203960067634,0.0
-899.0034706657677,0.0
-428.5904429355803,0.0
-22.635777492620974,0.0
-0.0,795.6834367188882
-0.0,740.9627267684647
-0.0,955.8464356668454
-0.0,1728.0103750643934
-0.0,2634.1307806701648
-0.0,1968.654398622417
-0.0,2329.1251002348445
-0.0,1727.3282937379063
-0.0,1082.9794013682056
-0.0,2712.3202847977577
-0.0,3978.3923381775003
-0.0,1243.8207434298433
-0.0,463.59037222684947
-0.0,198.39923028397115
-126.84214768901793,0.0
-241.45946233498344,0.0
-975.976338436247,0.0
-1203.999252489829,0.0
-906.3956249676531,0.0
-63.780982448528974,89.63964041651853
-401.34843472043343,0.0
-339.77487715158173,0.0
-509.02838647493,0.0
-13.378738107491408,298.6908488142179
-115.58114795034867,1318.2612556070178
-0.0,1465.4412275410464
-0.0,2488.657764549722
-0.0,4223.474592026905
-0.0,3191.137074581574
-0.0,4070.9925781912375
-0.0,4274.0494194377525
-0.0,6663.270336787619
-0.0,5650.985084875455
-0.0,6011.014529057474
-0.0,15543.508062043013
-196.61241419543913,6314.593902462325
-0.0,3991.022414042935
-0.0,7900.829696220458
-0.0,7643.5210784025985
-0.0,5782.720579631569
-0.0,5860.320713523002
-0.0,8777.694605367731
-0.0,6299.182625797471
-0.0,5077.344455350981
-0.0,5395.231232598786
-0.0,9189.462780094485
-0.0,5742.633586182419
-0.0,3725.7162929986075
-0.0,2790.961301722557
-0.0,5119.087659847298
-0.0,3406.0872827643743
-0.0,2307.748762175314
-0.0,4251.204347641825
-0.0,8016.8374305907955
-0.0,6916.941640073669
-0.0,7879.694172817156
-0.0,7240.622509864767
-0.0,7768.897039224766
-0.0,10784.857477183763
-0.0,8040.549774375053
-0.0,8176.093741309665
-0.0,5114.376148410275
-0.0,4107.298219491717
-0.0,3001.750145401182
-0.0,2776.8860449970944
-0.0,1217.4473836102918
-0.0,1056.6463925260325
-0.0,607.8618605569479
-0.0,858.0804782991025
-0.0,2937.7017885199994
-0.0,3095.325169792974
-0.0,1644.824639418058
-0.0,1744.7203038024052
-0.0,4237.0914209498615
-0.0,5353.996276650497
-0.0,6311.155540061441
-0.0,4756.6661163610825
-0.0,3369.054789742513
-0.0,5557.388938071488
-0.0,3244.119090271757
-0.0,4066.568647090404
-0.0,2503.422963498827
-0.0,5486.670928516709
-0.0,3243.7272987672427
-0.0,3600.153649850169
-0.0,3692.2174880223656
-0.0,4610.034675092085
-0.0,2507.9233025113194
-0.0,2171.7285668076406
-0.0,1177.8666707452744
-0.0,1760.467846427387
-0.0,2051.3468453373825
-0.0,988.8382990139186
-0.0,1509.2946271274488
-0.0,3421.0994820989517
-23.96475831203595,511.16183826470035
-0.0,1528.5148851237573
-0.0,788.3497168533748
-0.0,3538.041105837077
-0.0,3473.711287683917
-0.0,1574.5113875817112
-0.0,3641.9948077555446
-0.0,3453.1105880144087
-0.0,2571.0249653429332
-0.0,2410.752709745135
-0.0,3487.704024073159
-0.0,3848.9830236039593
-0.0,1878.4985946528109
-0.0,933.8250164698105
-0.0,1948.6719800520864
-0.0,2543.7459257382266
-0.0,1849.2629372639224
-26.824793951144372,4627.186902883187
-0.0,5551.9716360410675
-6196.19915984884,0.0
-716.1443302187915,0.0
-255.8731434240043,0.0
-80.04627960441672,10.108370056711019
-2442.6873459022404,0.0
-617.4397000355898,0.0
-0.0,83.96855898315624
-0.0,214.03438418158223
-0.0,936.5152073497873
-0.0,772.8471415170375
-0.0,588.2989019709885
-0.0,294.6864978241029
-0.0,1090.5274967958244
-0.0,1188.3853333587967
-0.0,965.2734283267241
-0.0,501.4970228539379
-49.63827907433526,1160.014523758709
-30.102484206342723,647.493919022772
-535.9629184259963,0.0
-744.746757675494,0.0
-977.9167841675937,0.0
-1351.4673985298796,0.0
-1044.2137617051246,0.0
-1796.6247883337455,0.0
-2387.9212684747513,0.0
-2121.4181844592217,0.0
-701.1673588734828,0.0
-1589.2058212763518,0.0
-1951.054157052176,0.0
-40.67928305427196,0.0
-453.06980173014307,0.0
-624.9109882132553,0.0
-451.2847007316351,0.0
-190.15697324610898,0.0
-151.89351704042383,0.0
-168.55076358746905,0.0
-163.11483606491905,0.0
-124.41173852881876,0.0
-297.2328432018541,0.0
-274.42341553218284,0.0
-400.8083567316365,0.0
-385.992492949581,0.0
-327.0851217316222,0.0
-279.72130591204615,0.0
-1142.054083025799,0.0
-1284.6510838501217,0.0
-940.673570905959,0.0
-1569.9198298005845,0.0
-1851.8777737667533,0.0
-2209.9552861945995,0.0
-1882.80362431813,0.0
-1380.6462352771473,0.0
-1714.5346249359152,0.0
-950.2185678946826,0.0
-976.7558529738504,0.0
-251.41019190037758,0.0
-335.47082775005083,0.0
-104.4774622015982,0.0
-0.0,259.05732298240844
-0.0,540.9462149069327
-0.0,594.7443301327048
-0.0,701.4679752644632
-0.0,653.9159617902537
-176.32124933730105,0.0
-0.0,345.8412240297281
-210.79724362891625,0.0
-936.8852645442208,0.0
-1300.4899447539374,0.0
-554.9360312470573,0.0
-630.5359972746584,0.0
-1673.9824334812618,0.0
-1225.734530934279,0.0
-2269.1498402455113,0.0
-2844.521964882271,0.0
-1542.6945787981276,0.0
-117.47768392465882,0.0
-0.0,185.77180365294947
-0.0,487.5745519158565
-0.0,70.77403917715172
-0.0,479.15670342885977
-0.0,1347.870509515274
-0.0,3937.510358236765
-0.0,1431.048674026445
-0.0,1488.5068845425203
-0.0,4012.8144439597027
-0.0,3785.7508640324845
-0.0,2049.9562580634197
-0.0,4191.299863695598
-0.0,3955.0657143134754
-0.0,1507.4334141393942
-0.0,408.8879899458122
-27.81746747755449,0.0
-102.92326748006637,0.0
-231.67228657280643,0.0
-2887.47084796068,0.0
-3474.185787488925,0.0
-3178.3066921596164,0.0
-1402.4714379552893,0.0
-1575.230156763554,1.3204350860114573
-752.7406215425897,243.0750194891745
-0.0,578.3272817433248
-0.0,478.6546799491613
-365.523998344681,259.89720803619815
-0.0,236.33367581052167
-0.0,1117.131464630469
-0.0,1327.4712673303802
-0.0,1588.3375009496667
-0.0,2025.3616049848388
-0.0,963.8112983353523
-0.0,2641.3914161257608
-0.0,1101.0441981965325
-0.0,3251.849380454188
-0.0,11352.309541389595
-0.0,13530.896497412728
-0.0,2630.3987193637295
-0.0,2587.1566346048417
-11888.50917052886,0.0
-8476.147162981957,0.0
-4609.019990757936,0.0
-3536.1957985248846,0.0
-4741.908544820695,0.0
-3092.8772372015414,0.0
-342.95170002330997,5270.715019750953
-0.0,4892.72705363057
-0.0,5363.921225233912
-0.0,2250.381929769995
-0.0,5707.977542100355
-0.0,1772.3768161649975
-0.0,4273.248956920146
-0.0,7593.369362780423
-0.0,5859.6141779050795
-0.0,6122.279073791307
-0.0,5570.443861210749
-0.0,8421.714259387374
-1142.595411244943,1899.9987779121643
-0.0,1971.8341542552414
-0.0,7298.979833848826
-0.0,2473.4157555267775
-0.0,7252.151288430699
-0.0,3402.1088495563445
-1912.1564077442627,99.09350153324306
-6258.483267281624,0.0
-1974.0839885947844,0.0
-2541.0189606885824,0.0
-1677.6257041780502,0.0
-2047.1666896840466,0.0
-655.1569858401884,0.0
-1721.8297034319598,0.0
-436.0098082087208,0.0
-257.6815036942836,0.0
-93.17185244783035,0.0
-0.0,112.82545616273275
-0.0,147.59616342147157
-0.0,531.4264946087523
-0.0,791.5862355812557
-0.0,615.9683666044134
-0.0,841.6528007931386
-0.0,1166.023798053017
-0.0,98.69522940707387
-0.0,844.241821021913
-0.0,964.1366046548809
-0.0,786.0179866636533
-0.0,330.26159304124354
-0.0,181.46499954401065
-0.0,53.26285876288166
-255.2262280591497,0.0
-489.43045173003554,0.0
-478.91822254593717,0.0
-351.4690098023732,0.0
-694.2112269570185,0.0
-415.11877872315415,0.0
-1127.6677281775637,0.0
-339.33719520262713,0.0
-1157.271764849717,0.0
-752.6787114269815,0.0
-1058.2662198327725,0.0
-139.23667986122845,0.0
-175.42021999477282,0.0
-185.47967254854996,0.0
-233.3405106962917,0.0
-172.27698465432877,0.0
-223.75934011254998,0.0
-71.80402259206078,0.0
-32.35508844862943,0.0
-220.35642970714272,0.0
-549.4436136194121,0.0
-564.6747508134315,0.0
-821.4004311108986,0.0
-198.06563673467437,0.0
-686.167556561508,0.0
-2299.2118140075413,0.0
-2762.2476536700883,0.0
-3284.522383451987,0.0
-784.0747834933514,0.0
-1119.812225293651,0.0
-1333.0418959937736,0.0
-1055.2256406783672,0.0
-320.87122395454907,0.0
-1167.1718927559411,0.0
-673.3943015457917,0.0
-225.38417665243972,0.0
-8.134694322997108,0.0
-0.0,135.2584972201708
-0.0,110.51850451203815
-0.0,491.4918596675978
-0.0,223.59330590454715
-0.0,974.8973223316592
-0.0,737.4424957086335
-0.0,151.47818175908841
-111.69901006646798,0.0
-948.6622339315487,0.0
-2191.4384057587354,0.0
-2232.40214578978,0.0
-3366.8028814836157,0.0
-3536.839701774137,0.0
-1512.7993271976159,0.0
-224.9943399981655,164.9579164548698
-696.4062414528997,0.0
-268.7232692712707,0.0
-157.71861928676273,0.0
-0.0,225.98056353535478
-0.0,892.6380300891858
-0.0,576.8612170711976
-0.0,1335.4263547305104
-0.0,2596.724858696037
-0.0,2802.2307805618652
-0.0,2365.2868529114876
-0.0,4105.779887487992
-0.0,5380.5909180056
-0.0,3895.378906420041
-0.0,5299.642068583217
-0.0,3785.480315973434
-0.0,3210.473498002473
-0.0,1569.5079260369705
-0.0,434.35940863591736
-0.0,515.6986293878591
-290.6822563230851,18.027426177004735
-3926.4162302533655,0.0
-5834.426524722721,0.0
-4386.140824379052,0.0
-6579.424467105216,0.0
-1681.4872344245912,0.0
-888.2029807030633,0.0
-1742.3229691191177,0.0
-569.3423845493053,107.14922155236127
-35.274879108162224,464.5605712728935
-36.662451126962715,2125.3083611484976
-0.0,7360.071903941482
-0.0,1846.1729201390433
-0.0,2012.6504462657347
-0.0,2509.781890722743
-0.0,1695.3372666854225
-0.0,1790.523087009835
-0.0,4373.942451597421
-589.2919764915588,1859.690194176273
-0.0,1974.1183120253465
-0.0,674.2283280531702
-0.0,424.2707906239458
